HonestKeyTrace ,True,0.9857687950134277,16,[]
GoodKeyTrace ,True,1.165400505065918,16,[]
BadKeyTrace ,True,0.9571704864501953,14,[]
SecretKeyA_Unless_Reveal ,True,0.7151432037353516,13,[]
SecretKeyA ,False,1.0152034759521484,15,[]
SecretKeyB_Unless_Reveal ,False,1.577885627746582,16,[]
SecretKeyB ,False,1.6774704456329346,16,[]
SecretKeyB_GoodSession ,True,1.105400800704956,35,[]
ImplicitKeyAuthA ,False,1.2564384937286377,22,[]
ImplicitKeyAuthB ,False,0.9467694759368896,16,[]
ImplicitKeyAuthA_full ,False,0.7455449104309082,16,[]
ImplicitKeyAuthB_full ,False,2.1774632930755615,17,[]
